"","plate.barcode","cell_ontology_class","cell_ontology_class.subcell_ontology_class"
"H15.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I18.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"J20.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"L2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"I19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"A19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"B21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"E6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"F10.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"G13.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"H17.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"I20.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"J21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"L4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M7.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"L3.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"M6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"N10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"O12.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"P14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"N11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"F11.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G14.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"H18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"I21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"K1.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"L5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"M8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"N12.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"O14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"P18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"O13.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"A21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"P15.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"A20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"B22.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"D4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"E7.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"C1.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M9.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"N13.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"O15.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"P19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"A22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D5.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"E9.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"F13.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"E8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"F12.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G15.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"H19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"I22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"L6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"G16.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"B1.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"C3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"D7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"E10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"F14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"G17.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"H21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"H20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"K4.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"L8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"J1.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"K3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"L7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"M10.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"N14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"O16.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"P20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"E11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"F15.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"G18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"H22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"L9.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"M12.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N16.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"O18.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"N15.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"P22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"P21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"B2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"B3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K6.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"L10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M13.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"N17.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"O19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"B4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"D10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"E13.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"D9.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"E12.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"F16.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"G19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"I1.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"F18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"B5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D12.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"E14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"F19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"G21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"I3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"G20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"J6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"L12.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"J5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"K7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"L11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"O20.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"M15.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"E16.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"F20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"G22.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I4.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"J7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K9.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"L14.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"M16.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"N19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"O22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"O21.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"B6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C8.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"D13.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"B7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"C9.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"D14.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"E17.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"I5.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J8.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"K10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"L15.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"M17.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"N21.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"F21.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"H1.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"B8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"P1.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"C10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J9.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"L16.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"M18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"N22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D15.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"E18.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"F22.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"H2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"I6.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"P2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"E19.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G1.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"H3.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"I7.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"B9.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"C11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"D16.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"L17.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"M19.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"O1.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J10.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: differentiated keratinocyte"
"K12.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"P3.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"D17.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"E20.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"H4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"B10.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"C12.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"K13.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"L18.D041904.3_10_M.1.1","D041904","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"M20.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"O2.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"P4.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"I8.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: basal cell of epidermis"
"J11.D041904.3_10_M.1.1","D041904","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"C12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"M14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N16.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"O18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B11.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"C13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E18.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"D14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F19.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G22.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"I2.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"J5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"J6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B12.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"C14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D16.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"E19.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"F21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I4.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"J7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K9.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"L11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"L10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N17.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"O19.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"A10.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"I5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A12.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"B14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"C16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D18.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"A11.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"B13.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"C15.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"D17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"F22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A13.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"B15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G2.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"H5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J9.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"K11.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"L13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L14.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"C18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"D20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"F1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"G3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
